Unique,Text,Average Score,Type,source_id
17962$TWTR,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,0.488,twitter,709389876295110656
18251$TWTR,So people thk $TWTR is a failure 'cos it has jst 20% of the users $FB has...bt they're forgetting the potential relative value of its users,0.316,twitter,711720585143967744
18804$TWTR,$ACLZ has upside of more than +373pct! [Read Now] $FB $TWTR $GOOG $AAPL https://t.co/EZzIXiEm00,0,twitter,719880385103060992
18971$TWTR,$TWTR ok will make a play for ER. It's a gamble. Will be adding on dips. $AAPL $FB,0.399,twitter,719524924046581760
18260$TWC,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
18965$TUES,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",0.388,twitter,711745824884187136
17130$TSLA,$TSLA is now up 57% from its February low. Amazing rebound.,0.582,twitter,710192361632964608
17138$TSLA,And just like that $TSLA stock price goes from +2.5% today to -0.75%. #Tesla #StockMarketReactionTime https://t.co/hXSHfNDbyZ,-0.344,twitter,719587698319716352
17149$TSLA,"$KNDI China electric car maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately. #TESLA #trade https://t.co/D9GreWOu6f",-0.057,twitter,719528176096030720
17192$TSLA,$TSLA on #MobileTrader #chart @TDAmeritrade #TSLA #MarketUpdate #stocks -more room to go up https://t.co/MUNuh3frNi,0.291,twitter,719484511675924480
17205$TSLA,"$TSLA sold 115K Model 3's in 24 hours, now they just have to figure how to build that many. Tsla up $5.80",0.334,twitter,719551636289400832
17206$TSLA,A new PM high for $TSLA was just reached.  TSLA $212.81 @ 8:26:40 AM.  Found with MOMO Stock Discovery #app for #ios https://t.co/m3XDmR9AVc,0.403,twitter,709370300576571392
17209$TSLA,@mugatushair Now it is time to short $TSLA,-0.385,twitter,719571509996580864
17210$TSLA,$TSLA cracking,-0.118,twitter,719929217786474496
17240$TSLA,Tesla Motors Inc (NASDAQ:TSLA) To Launch Updated Model S With Steeper Price Tag https://t.co/3ZpUqiCSHY $TSLA,0.261,twitter,719462737227747328
17269$TSLA,"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",0.4,twitter,719947561159659520
17272$TSLA,Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,0.52,twitter,709328066938408961
17353$TSLA,$TSLA this must be tiniest recall ever! Musk doing the right thing yet again getting ahead of any issues. Seat issues already priced in,0.165,twitter,719595838251626496
17363$TSLA,Looks like one of the best values #Lithium stocks in the space. $ILC.v @ILCtsxv #Tesla $TSLA #DYODD https://t.co/Accu3D2dkq,0.197,twitter,708380138988146688
17383$TSLA,"$TSLA steaming up again, this stock is relentless at the moment",0.535,twitter,719534472778092544
17417$TSLA,"https://t.co/kboneorIli @TheGoldRush Colin loved $SUNE at $9 today it trades at $1.90, he will like $TSLA to the end https://t.co/mv2xjm1whO",0.338,twitter,710142505493405697
17421$TSLA,"@EAuxiliatrix I'm interested in purchasing some $TSLA but it doesn't seem likely it'll go down soon.
Thoughts?",0.222,twitter,7.19793E+17
17431$TSLA,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,-0.267,twitter,719649153471660032
17488$TSLA,"Covered Call Alerts for $TSLA, $SCTY, $BABA, $MU & $TWTR from InvestorsObserver today: https://t.co/XMw7rkUvCm #OptionsTrading #CoveredCalls",0.329,twitter,710127113127530496
17508$TSLA,$TSLA recall,-0.227,twitter,719571433307955200
17511$TSLA,Tesla dropped a hard J this morning $TSLA https://t.co/L8uK1UaVyk,-0.376,twitter,719540167732699136
17525$TSLA,"#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress
Nr term obj: 310
Stop loss:239",0.504,twitter,719545434214113280
17550$TSLA,"Tesla's stock has 41% upside from here, says one analyst. https://t.co/ayBcXfofAJ $TSLA https://t.co/lHdl8Y9YMt",0.447,twitter,709378417054117888
17562$TSLA,$FB & $TSLA cracking lower early. $short #correction #stocks,-0.511,twitter,719519136318169088
17576$TSLA,"Nobody wants an electric car, even a cheap on. $TSLA https://t.co/LoE5gsxhb1",-0.406,twitter,708898404181475328
17583$TSLA,What goes up... $TSLA https://t.co/SUtIgh0KoK,-0.273,twitter,719521470175522816
17591$TSLA,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,-0.373,twitter,719890798133686272
17593$TSLA,short $tsla @ 227.63 .... sue me bro,-0.544,twitter,719558811946590208
17636$TSLA,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,0.213,twitter,719571452026970112
17637$TSLA,$NFLX and $TSLA making all kinds of gains 📈,0.42,twitter,710165043019579392
17666$TSLA,"$TSLA BTW, musk made 150k cars since starting TSLA @ $30b market cap that's $200,000 per car. I said $200,000 PER CAR. WTF!!!",-0.298,twitter,710535493138714624
17670$TSLA,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,-0.287,twitter,719719140525805568
17688$TSLA,$TSLA weakest in todays DT watchlist,-0.383,twitter,719895099300139008
17692$TSLA,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",0.452,twitter,710577513051901952
17727$TSLA,"@JesseInSD and just like that, $TSLA shares rebound $4.",0.387,twitter,719575846432845824
17750$TSLA,Sounds bullish. $TSLA https://t.co/GC28VEicNE,0.364,twitter,719571082542329856
17773$TSLA,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,0.349,twitter,711874109286711296
17788$TSLA,$tsla weekly calls looking decent Rr,0.414,twitter,719557653094146048
17793$TSLA,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",-0.31,twitter,719596702924152832
17807$TSLA,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",-0.485,twitter,719534447771697152
17820$TSLA,"Long $TQQQ at 104.15 with stop/loss below 1.5% of buying point. 
#STUDY #QQQ $TSLA $NFLX $SPY $AAPL $FB $AMZN #GOOGL $MSFT",0.361,twitter,719535349379284992
17845$TSLA,"$TSLA recall model X
https://t.co/b7izYa4BuE",-0.347,twitter,719574679002882048
17851$TSLA,"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",-0.336,twitter,719601635639492608
17853$TSLA,$TSLA in the news - not good !   $TSLA https://t.co/QiV8We1tet,-0.374,twitter,719572285170933760
17855$TSLA,Tesla stock looks stretched for now $TSLA Video: https://t.co/7wCyNw1X1u,-0.344,twitter,710885687201914880
17856$TSLA,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,-0.308,twitter,719571071561703424
17874$TSLA,$TSLA red,-0.37,twitter,719582832541179904
17876$TSLA,$TSLA SPECULATION -NEW SHORT 255.8X,-0.45,twitter,719531273304182784
17900$TSLA,I'm still staying bearing on tesla. The bullish trend ended last week. I believe the best strategy for $tsla is a short straddle.,-0.667,twitter,719713608851189760
17919$TSLA,@tim_cook #AAPL should invest or buy $TSLA & speed up Electric Car development in a exponential way.AAPL could jump 50% partnering with Tsla,0.467,twitter,719562665081737216
17962$TSLA,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,0.488,twitter,709389876295110656
18010$TSLA,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,-0.3,twitter,719927267867103232
18011$TSLA,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,0.365,twitter,719551519410917376
18032$TSLA,New Model S is finally not pretending to have a front grill. Looks much better and should fuel demand $TSLA https://t.co/ogYhfsvbOY,0.353,twitter,719909935073648640
18047$TSLA,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",0.318,twitter,719534236076609536
18061$TSLA,Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,-0.043,twitter,710206891671101440
18081$TSLA,It's gonna short $TSLA at tomorrow's opening https://t.co/86HfCSyqCn,-0.506,twitter,719672950044106752
18133$TSLA,"Our updated #core4 portfolio: $TSLA, $ULTA, $FB, & $NFLX",0.452,twitter,719532032305573888
18144$TSLA,Small position of $tsla 257s at 1.45 on that call sweep of the 250s,0.369,twitter,719524593459855360
18152$TSLA,$tsla bad day to short,0.45,twitter,719530898786361344
18154$TSLA,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",-0.235,twitter,719571428060766208
18170$TSLA,Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,0.474,twitter,709458686435942401
18205$TSLA,"@TraderPaulFX All you do is buy oil at the NYMEX close and the Spooz at 3:55ET and you will be rich.
Maybe some $TSLA too",0.458,twitter,719549134114549760
18213$TSLA,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",-0.367,twitter,719641899309613056
18221$TSLA,@DividendMaster $TSLA Model X recall and stock still green. Is X a rocket?,0.274,twitter,719572485251973120
18226$TSLA,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",-0.319,twitter,719572927562297344
18237$TSLA,"X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat.
https://t.co/HSqdoVry07
$TSLA https://t.co/4Cs3CNZEBB",-0.26,twitter,719594895623761920
18243$TSLA,Tomorrow might be a rare buy $tsla day https://t.co/DMtGaTQY2S,0.379,twitter,719725258480046080
18245$TSLA,@rahulajain @elonmusk Me too... tough to beat these $TSLA returns: https://t.co/XRuKvuNiao,0.406,twitter,719609396804853760
18275$TSLA,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",0.424,twitter,711712771675652097
18313$TSLA,Timberrrr $TSLA https://t.co/MRBgfDHHVa,-0.562,twitter,719571979314077696
18340$TSLA,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA",-0.385,twitter,719571490337755136
18345$TSLA,$TSLA 100% agree here. Tesla Is A Sucker's Bet https://t.co/9gAux8yRnR,-0.403,twitter,710917227067772929
18391$TSLA,$TSLA yeah lets go down to 230s lol,-0.355,twitter,719519768349249536
18420$TSLA,#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,-0.221,twitter,719592002480955392
18470$TSLA,@DayTraderBio Not sure we can see too much $TSLA up side thus week,-0.189,twitter,711377964647129088
18483$TSLA,Long $TSLA short $MBLY https://t.co/jSpUSzo6na,0.607,twitter,719531030185553920
18486$TSLA,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",-0.626,twitter,719571943767281664
18492$TSLA,"""potential defect with third-row seat belts."" Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",-0.366,twitter,719908382283399168
18494$TSLA,Guess the late traders will be stocking up on $TSLA now (Feb 10th was the day to buy). https://t.co/aye9Mw77zy,0.416,twitter,710813911994400768
18504$TSLA,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",-0.307,twitter,719582562960674816
18505$TSLA,short the $TSLA per @jcspe85,-0.603,twitter,719540951018917888
18542$TSLA,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,0.349,twitter,710942732454387716
18564$TSLA,"Seat belt recall? who cares....
I'm a buyer $TSLA",0.598,twitter,719572200051879936
18566$TSLA,Wall Street Tours the Tesla Factory—and Loves What It Sees - Bloomberg Business $TSLA https://t.co/ocNS3TBJVi,0.385,twitter,709431643363213312
18569$TSLA,I hope @elonmusk is paying attention so he can prep the p100d & increased production rate tweets. $300 $TSLA soon? https://t.co/LWisnTQqK5,0.224,twitter,719555750926819328
18570$TSLA,$TSLA going here worth a look,0.263,twitter,710106326668414977
18608$TSLA,$TSLA short,-0.505,twitter,719575777990328320
18672$TSLA,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",-0.424,twitter,719581681980686336
18707$TSLA,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA",-0.291,twitter,719571314495856640
18709$TSLA,"addding tsla ss , added small vrx long $TSLA $VRX",0.155,twitter,710857137585528836
18726$TSLA,I sold $TSLA and nice profit. Whew!!!,-0.348,twitter,719528190532694016
18736$TSLA,Short $TSLA calls,-0.618,twitter,719883838059446272
18740$TSLA,The Tesla Model S might soon get a bunch of new features $TSLA https://t.co/Lp3iJ4fT6i https://t.co/jGrmyEypUw,0.388,twitter,719543438568513536
18772$TSLA,$TSLA keep chasin this garbage u'll learn...,-0.391,twitter,719585913291087872
18832$TSLA,3rd red day in a row ? $TSLA,-0.43,twitter,719519932099141632
18894$TSLA,"$TSLA is the only ""auto"" stock showing a gain year-to-date. $CARZ, $GM $TM and $HMC are down 10+ percent https://t.co/nVimTY0MLI",0.293,twitter,719809923098521600
18906$TSLA,$TSLA SELL SELL SELL SHORT SELL THESE IDIOTS LEAVE EM HOLDING THE BAG GOING TO END UP LIKE $VRX WORTHLESS BLOATED POS,-0.658,twitter,719585827374895104
18926$TSLA,"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",-0.327,twitter,719572470014021632
18932$TSLA,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,-0.525,twitter,719556016749330432
18951$TSLA,$TSLA : covered some shorts @ 246.00 for +9.22pts,0.161,twitter,719930402757046272
18967$TSLA,So funny.  The losers buying $TSLA at these levels will be fucked at the end if the month.,-0.545,twitter,711707719674273792
19003$TSLA,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",0.61,twitter,709286017027563520
19007$TSLA,$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,0.003,twitter,719585299479818240
19011$TSLA,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,0.281,twitter,710537211318575104
19036$TSLA,$TSLA dump!,-0.739,twitter,719570828912754688
19093$TSLA,"So many traders short $TSLA! Crowded trade! Price hikes Model S coming!
In Austin, TX, I see a ton of $TSLA's! https://t.co/yJ3eFpf7td",-0.204,twitter,719500716151181312
19105$TSLA,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,-0.378,twitter,719571627793453056
19117$TSLA,ouch looks like $tsla shorts getting skinned again,0.518,twitter,719563333398081536
19140$TSLA,"""The progress witnessed is truly stunning."" - Stifel analyst after seeing Tesla's factory for the fourth time $TSLA https://t.co/nD7KECoM6V",0.436,twitter,709797021507432448
19141$TSLA,"@markbspiegel And the Powerwall ""crazy off the hook"" revenues/profits are what? I should be hyping $TSLA here to $300 so I can short",-0.435,twitter,711188520115818496
19149$TSLA,$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,-0.485,twitter,719937689672220672
19170$TSLA,"$TSLA 2700 seat belts? Really? Yea, I bought that dip",0.398,twitter,719573455977328640
17224$TSLA,Bullshit $TSLA https://t.co/gb1DIIp1ci,-0.209,twitter,719640388731068416
17729$TSLA,"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",0.225,twitter,719528411430051840
18460$TSE,"Going back in, but slowly; TC2000 alert example: $EDU- GLB; $TSE, $ISRG https://t.co/9yYNq3mvLe https://t.co/MKkfo2Fwfn",0.119,twitter,710793306100228096
17866$TSCO,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,0.248,twitter,719807125648764928
18276$TSCO,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets https://t.co/NDpOU7CSOX $TSCO $MRW $SBRY #stocks #UKstocks,0.306,twitter,719563779378438144
17660$TRIP,"I already have $CTRP and $trip
adding $expe and $pcln to the mix soon.",0.408,twitter,709398139195641856
17869$TRIP,$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,-0.019,twitter,719869785249460224
18490$TRIP,"$TRIP 68 Calls BUYING Activity expiring on 18th Mar, Vol 714",0.473,twitter,709398151283793920
18562$TRIP,TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,0.47,twitter,709401937465233408
17820$TQQQ,"Long $TQQQ at 104.15 with stop/loss below 1.5% of buying point. 
#STUDY #QQQ $TSLA $NFLX $SPY $AAPL $FB $AMZN #GOOGL $MSFT",0.66,twitter,719535349379284992
17156$TOL,In Play Longs: $AU $CHK $CANF $HTS $LEI $NXPI $SA $SNE $STX $TOL,0.411,twitter,719517217247735808
18965$TNET,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",0,twitter,711745824884187136
18894$TM,"$TSLA is the only ""auto"" stock showing a gain year-to-date. $CARZ, $GM $TM and $HMC are down 10+ percent https://t.co/nVimTY0MLI",-0.345,twitter,719809923098521600
17709$TGT,U.S. consumers keep cautious stance https://t.co/A92GDndgX8 #premarket $TGT $WMT $COST $HD,-0.258,twitter,709723193125175296
18601$TGT,"Stocks I'm watching(and buy targets): $CSX 20, $LVS 40, $TGT 70",0.344,twitter,719682732712968192
18696$TFM,"Wondering if $WFM and $SFM will catch a bid today on $TFM news. Sector has been taking a beating recently, could be positive here",0.361,twitter,709330857732018176
18260$T,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
18260$SYY,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
17512$SYMC,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,0.525,twitter,711905971312807936
18016$SYMC,"$SYMC Jan-18 6 Put with a big print, 15k for $0.18",-0.451,twitter,709749425208320001
17422$SWKS,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
